serial,name,value,notes
19016,CC_depth,7000,nominal Riser value [mm]; NOT NEEDED FOR ENDURANCE
19016,CC_lat,46.989527,
19016,CC_lon,-124.568764,
19016,CC_scale_factor1,0.45,
19016,CC_scale_factor2,0.45,
19016,CC_scale_factor3,0.45,
19016,CC_scale_factor4,0.45,
