serial,name,value,notes
19000,CC_depth,88000,nominal depth [mm] NOT NEEDED FOR ENDURANCE
19000,CC_lat,46.989527,
19000,CC_lon,-124.568764,
19000,CC_scale_factor1,0.45,
19000,CC_scale_factor2,0.45,
19000,CC_scale_factor3,0.45,
19000,CC_scale_factor4,0.45,
