serial,name,value,notes
21393,CC_depth,500000,Units in mm
21393,CC_lat,49.9767,Depth
21393,CC_latitude,49.9767,
21393,CC_lon,-144.2462,
21393,CC_longitude,-144.2462,
21393,CC_scale_factor1,0.45,
21393,CC_scale_factor2,0.45,
21393,CC_scale_factor3,0.45,
21393,CC_scale_factor4,0.45,
