serial,name,value,notes
13992,CC_depth,500000,Units in mm
13992,CC_lat,-54.0803,Depth
13992,CC_latitude,-54.0803,
13992,CC_lon,-88.9346,
13992,CC_longitude,-88.9346,
13992,CC_scale_factor1,0.45,
13992,CC_scale_factor2,0.45,
13992,CC_scale_factor3,0.45,
13992,CC_scale_factor4,0.45,
