serial,name,value,notes
21002,CC_depth,500000,Units in mm
21002,CC_latitude,-54.4082,
21002,CC_longitude,-89.3575833333333,
21002,CC_scale_factor1,0.45,
21002,CC_scale_factor2,0.45,
21002,CC_scale_factor3,0.45,
21002,CC_scale_factor4,0.45,
