serial,name,value,notes
18813,CC_lat,44.5152666666667,copied from last deployments
18813,CC_lon,-125.389866666667,
18813,CC_scale_factor1,0.45,
18813,CC_scale_factor2,0.45,
18813,CC_scale_factor3,0.45,
18813,CC_scale_factor4,0.45,
