serial,name,value,notes
457,CC_csv,"[0.002877, 0.000119846, 2.40996e-06, 231.567, -0.349107, -53.8798, 4.57406]",
457,CC_ct_depth,12,
457,CC_lat,59.9435833,"On NSIF
Use CTD data from GI01SUMO-RID16-03-CTDBPF000."
457,CC_lon,-39.57371667,
