serial,name,value,notes
130,CC_conc_coef,"[0.0, 1.0]",
130,CC_csv,"[0.00253971, 0.000107782, 2.20778e-06, 228.653, -0.340254, -55.1862, 4.58214]",
130,CC_lat,49.9743416666667,Depth
130,CC_lon,-144.239725,"Requires TEMPWAT, PRESWAT, and PRACSAL from GP03FLMA-RIS02-03-CTDMOG000"
