serial,name,value,notes
18493,CC_lat,44.636992,
18493,CC_lon,-124.305855,
18493,CC_scale_factor1,0.45,
18493,CC_scale_factor2,0.45,
18493,CC_scale_factor3,0.45,
18493,CC_scale_factor4,0.45,
