serial,name,value,notes
22672,CC_depth,134000,in mm
22672,CC_lat,40.1397666666667,
22672,CC_lon,-70.77145,
22672,CC_scale_factor1,0.45,
22672,CC_scale_factor2,0.45,
22672,CC_scale_factor3,0.45,
22672,CC_scale_factor4,0.45,
