serial,name,value,notes
18153,CC_lat,44.36958667,
18153,CC_lon,124.9537367,
18153,CC_scale_factor1,0.45,
18153,CC_scale_factor2,0.45,
18153,CC_scale_factor3,0.45,
18153,CC_scale_factor4,0.45,
