serial,name,value,notes
18978,CC_depth,542000,
18978,CC_lat,46.8538483333333,
18978,CC_lon,-124.958383333333,
18978,CC_scale_factor1,0.45,
18978,CC_scale_factor2,0.45,
18978,CC_scale_factor3,0.45,
18978,CC_scale_factor4,0.45,
